n-3945951431270L,good, S
1,1, 0
243.8749480149,1
2,1, 0
244.15890691298068,1
3,1, 0
244.3675025848634,1
4,1, 0
244.58857945207208,1
5,1, 0
244.92059950582586,1
6,1, 0
245.08079233287881,1
7,1, 0
245.37071430518859,1
8,1, 0
245.65000739680428,1
9,1, 0
245.91655065008993,1
10,1, 0
246.09380502666446,1
11,1, 0
246.32312342197378,1
12,1, 0
0
13,0, -1, entered gram Block
246.7424183211807,246.85763257596946,2
14,1, 0, exited gram Block: config 02
247.1270084390591,1
15,1, 0
247.25934052902014,1
16,1, 0
247.44275251256144,1
17,1, 0
247.8342557393623,1
18,1, 0
247.94324586359846,1
19,1, 0
248.21477226165152,1
20,1, 0
248.46097763832367,1
21,1, 0
248.8454211922661,1
22,1, 0
248.9958807868911,249.11125333225286,2
23,0, 1, entered gram Block
0
24,1, 0, exited gram Block: config 20
249.4863296798095,1
25,1, 0
249.62567442200304,249.84662910435347,2
26,0, 1, entered gram Block
0
27,1, 0, exited gram Block: config 20
250.25529918952256,1
28,1, 0
250.51268852304608,250.58176022693402,2
29,0, 1, entered gram Block
0
30,1, 0, exited gram Block: config 20
251.06017618564698,1
31,1, 0
251.09508539943397,251.306919355202,2
32,0, 1, entered gram Block
0
33,1, 0, exited gram Block: config 20
251.62429374748942,1
34,1, 0
252.0346709114582,1
35,1, 0
0
36,0, -1, entered gram Block
252.37954016386007,1
37,0, -1
252.61309415271114,1
38,0, -1
252.82300105142846,253.00116575292975,2
39,1, 0, exited gram Block: config 0112
0
40,0, -1, entered gram Block
253.3318661907134,253.44788051957931,2
41,1, 0, exited gram Block: config 02
253.73567397932447,1
42,1, 0
253.84497046055125,1
43,1, 0
254.23716202793426,1
44,1, 0
254.43114995364203,1
45,1, 0
254.62547758071045,1
46,1, 0
254.78841274543322,1
47,1, 0
255.03351830330178,1
48,1, 0
255.28064203291012,255.38384276637285,2
49,0, 1, entered gram Block
0
50,1, 0, exited gram Block: config 20
255.8071180732879,1
51,1, 0
255.9700064659065,1
52,1, 0
256.40691563469653,1
53,1, 0
256.5484587977432,1
54,1, 0
256.85220832484055,1
55,1, 0
257.0794648034743,257.16164836046096,2
56,0, 1, entered gram Block
0
57,1, 0, exited gram Block: config 20
0
58,0, -1, entered gram Block
257.6722564630189,257.71279590594844,2
59,1, 0, exited gram Block: config 02
257.92333276225025,1
60,1, 0
258.17748179883023,258.37433838276655,2
61,0, 1, entered gram Block
0
62,1, 0, exited gram Block: config 20
258.866874784978,1
63,1, 0
258.9793988389866,1
64,1, 0
259.2543599510005,1
65,1, 0
259.5581308899397,1
66,1, 0
259.67155999146877,259.836061279195,2
67,0, 1, entered gram Block
0
68,1, 0, exited gram Block: config 20
260.1856107816837,1
69,1, 0
0
70,0, -1, entered gram Block
260.6187608204486,260.7632104933757,2
71,1, 0, exited gram Block: config 02
261.0016582858428,1
72,1, 0
261.31522681873514,1
73,1, 0
261.36433514303616,1
74,1, 0
0
75,0, -1, entered gram Block
261.8181279797989,261.9150464710914,2
76,1, 0, exited gram Block: config 02
262.112431591485,1
77,1, 0
262.4201006342881,1
78,1, 0
262.6271968499306,1
79,1, 0
262.84774885045283,1
80,1, 0
263.1869472083511,1
81,1, 0
263.4236923262746,1
82,1, 0
0
83,0, -1, entered gram Block
263.8055380954333,263.95148834989556,2
84,1, 0, exited gram Block: config 02
264.1934818996206,1
85,1, 0
264.4010184749974,1
86,1, 0
264.57373490010184,1
87,1, 0
264.81351753885815,1
88,1, 0
265.0840865668425,1
89,1, 0
265.3783902753602,1
90,1, 0
265.64944749350366,1
91,1, 0
265.81044458577986,1
92,1, 0
266.02534264011865,1
93,1, 0
266.2740247986314,1
94,1, 0
266.53193188821706,266.6455253302856,2
95,0, 1, entered gram Block
0
96,1, 0, exited gram Block: config 20
266.9200767882902,1
97,1, 0
267.2097634405812,1
98,1, 0
267.43861024816994,267.60083609838284,2
99,0, 1, entered gram Block
267.75415981746283,1
100,0, 1
0
101,1, 0, exited gram Block: config 210
268.1986272720853,268.3629978809446,2
102,0, 1, entered gram Block
0
103,1, 0, exited gram Block: config 20
268.8664828937701,1
104,1, 0
0
105,0, -1, entered gram Block
269.17614562451877,1
106,0, -1
269.4115114779044,269.5609920660956,2
107,1, 0, exited gram Block: config 012
269.83729136568536,1
108,1, 0
270.04279929574994,1
109,1, 0
270.20755827548703,1
110,1, 0
0
111,0, -1, entered gram Block
270.57577878883103,270.7196120292553,2
112,1, 0, exited gram Block: config 02
270.8721629668009,1
113,1, 0
271.1198643326022,1
114,1, 0
271.4495263132938,1
115,1, 0
0
116,0, -1, entered gram Block
271.8410883657479,272.02026001446745,2
117,1, 0, exited gram Block: config 02
272.08029417850287,1
118,1, 0
0
119,0, -1, entered gram Block
272.5645719207982,272.66182711466166,2
120,1, 0, exited gram Block: config 02
272.8857245526249,1
121,1, 0
273.04508383417874,1
122,1, 0
273.3686476619166,1
123,1, 0
273.57255868128436,273.6804615503515,2
124,0, 1, entered gram Block
0
125,1, 0, exited gram Block: config 20
274.0331061426109,1
126,1, 0
274.3824405485073,1
127,1, 0
274.67067147580457,1
128,1, 0
274.807543149157,1
129,1, 0
275.0765571584091,1
130,1, 0
275.26579485997263,275.4295886768804,2
131,0, 1, entered gram Block
0
132,1, 0, exited gram Block: config 20
275.7447617164474,1
133,1, 0
276.1256466395273,1
134,1, 0
276.340222929414,1
135,1, 0
0
136,0, -1, entered gram Block
276.6683701064405,1
137,0, -1
276.94400686340424,276.9886720763937,2
138,1, 0, exited gram Block: config 012
277.18683203675465,277.3264004139389,2
139,0, 1, entered gram Block
277.4608214917692,1
140,0, 1
0
141,1, 0, exited gram Block: config 210
277.9904518685716,1
142,1, 0
278.2524775740837,1
143,1, 0
278.5337958307889,1
144,1, 0
278.7437138393233,1
145,1, 0
279.002852941264,1
146,1, 0
279.18235745407526,1
147,1, 0
279.5572982627941,1
148,1, 0
279.7343370389823,1
149,1, 0
279.9563543296473,1
150,1, 0
0
151,0, -1, entered gram Block
280.32489547826356,280.5457964293346,2
152,1, 0, exited gram Block: config 02
280.72841640794803,1
153,1, 0
281.0027998901729,1
154,1, 0
281.20347644004477,1
155,1, 0
281.4789471008395,1
156,1, 0
0
157,0, -1, entered gram Block
281.8363948564142,281.99229630238597,2
158,1, 0, exited gram Block: config 02
282.0782479224212,1
159,1, 0
282.37662639769957,1
160,1, 0
282.7110495555993,1
161,1, 0
282.7925136013251,1
162,1, 0
283.10006155697226,1
163,1, 0
283.2946619409712,1
164,1, 0
283.5283920742481,283.72269418229513,2
165,0, 1, entered gram Block
0
166,1, 0, exited gram Block: config 20
284.13891089395094,1
167,1, 0
284.27438606599094,1
168,1, 0
284.52887238219085,284.68892070819487,2
169,0, 1, entered gram Block
0
170,1, 0, exited gram Block: config 20
285.01438760914107,1
171,1, 0
285.3242718227999,1
172,1, 0
285.46605823965683,1
173,1, 0
285.80050228365366,285.90260697811266,2
174,0, 1, entered gram Block
0
175,1, 0, exited gram Block: config 20
286.2403560491416,1
176,1, 0
286.5437702657206,286.57085301811827,2
177,0, 1, entered gram Block
0
178,1, 0, exited gram Block: config 20
287.1127288587987,1
179,1, 0
287.3082665396148,1
180,1, 0
287.5668850770627,1
181,1, 0
0
182,0, -1, entered gram Block
287.8735434711279,288.0551006781778,2
183,1, 0, exited gram Block: config 02
288.26422210398493,1
184,1, 0
0
185,0, -1, entered gram Block
288.7438443893405,1
186,0, -1
288.88080614754114,288.9855353745116,2
187,1, 0, exited gram Block: config 012
289.21447819049195,1
188,1, 0
289.4993032948962,289.5434254773178,2
189,0, 1, entered gram Block
0
190,1, 0, exited gram Block: config 20
289.95645510292854,1
191,1, 0
290.23726085176673,1
192,1, 0
290.33664785457637,1
193,1, 0
290.56641530871246,290.7729190131223,2
194,0, 1, entered gram Block
0
195,1, 0, exited gram Block: config 20
291.1637542649738,1
196,1, 0
291.3758004552769,1
197,1, 0
291.74485296118786,1
198,1, 0
0
199,0, -1, entered gram Block
292.1011966258155,292.21524329594314,2
200,1, 0, exited gram Block: config 02
292.3301041013004,1
201,1, 0
292.5353902863938,1
202,1, 0
292.9385525116469,1
203,1, 0
0
204,0, -1, entered gram Block
293.29377041755413,293.4060528401289,2
205,1, 0, exited gram Block: config 02
293.4880485783992,1
206,1, 0
293.73212330093764,293.87000968666376,2
207,0, 1, entered gram Block
294.1244621471377,1
208,0, 1
0
209,1, 0, exited gram Block: config 210
294.5467804682896,1
210,1, 0
294.80156785332497,1
211,1, 0
295.031022997467,1
212,1, 0
295.2400377097657,1
213,1, 0
295.4448386692939,1
214,1, 0
295.7279928954183,1
215,1, 0
296.07271841939024,1
216,1, 0
296.21384946195786,1
217,1, 0
296.51486894867116,1
218,1, 0
296.74006516538066,1
219,1, 0
296.9774595596138,1
220,1, 0
297.355862604477,1
221,1, 0
297.5800608129469,1
222,1, 0
297.74946399851825,1
223,1, 0
298.05092040928713,1
224,1, 0
298.307217221974,1
225,1, 0
0
226,0, -1, entered gram Block
298.6339020058754,1
227,0, -1
298.86820409772724,299.0427872934975,2
228,1, 0, exited gram Block: config 012
299.21990953350837,1
229,1, 0
299.42517691315476,1
230,1, 0
299.6791602257193,1
231,1, 0
299.83699786890105,1
232,1, 0
0
233,0, -1, entered gram Block
300.3072355049991,300.5063748062713,2
234,1, 0, exited gram Block: config 02
300.59717836803253,1
235,1, 0
300.85222753966417,1
236,1, 0
0
237,0, -1, entered gram Block
301.2894099514294,301.35897640777245,301.4667990047241,3
238,0, 1
301.72932703598576,1
239,0, 1
0
240,1, 0, exited gram Block: config 0310
302.0860249277092,302.223124297316,2
241,0, 1, entered gram Block
302.44056173524336,1
242,0, 1
302.70557428807433,1
243,0, 1
0
244,1, 0, exited gram Block: config 2110
303.15550996034193,1
245,1, 0
303.3582223978773,1
246,1, 0
303.55162953993266,1
247,1, 0
303.872408636268,1
248,1, 0
304.07984396820643,1
249,1, 0
304.3204067125155,1
250,1, 0
304.59719925252676,304.65041111456185,2
251,0, 1, entered gram Block
0
252,1, 0, exited gram Block: config 20
305.0924060187716,1
253,1, 0
305.3359546941594,1
254,1, 0
305.5839810976622,1
255,1, 0
305.7550018990099,1
256,1, 0
0
257,0, -1, entered gram Block
306.1678326696454,306.22241150877625,2
258,1, 0, exited gram Block: config 02
306.5417257914959,1
259,1, 0
306.7588275225269,306.85028002509813,2
260,0, 1, entered gram Block
0
261,1, 0, exited gram Block: config 20
307.1762356383106,1
262,1, 0
307.47222019859214,1
263,1, 0
0
264,0, -1, entered gram Block
307.88607089807965,1
265,0, -1
308.0971164485761,308.25034594011,2
266,1, 0, exited gram Block: config 012
308.573507061178,1
267,1, 0
308.7464322894312,1
268,1, 0
308.94524557539387,1
269,1, 0
309.12651016970995,1
270,1, 0
309.4505380034004,1
271,1, 0
309.62264416646127,1
272,1, 0
309.8329684714635,1
273,1, 0
310.1608559459295,1
274,1, 0
310.45150326003255,1
275,1, 0
310.65353155050326,1
276,1, 0
310.97313816042015,1
277,1, 0
311.1484454567553,1
278,1, 0
311.4183439840441,1
279,1, 0
311.6611525673079,1
280,1, 0
311.8100535379805,311.9635785629721,2
281,0, 1, entered gram Block
0
282,1, 0, exited gram Block: config 20
312.3110489523872,1
283,1, 0
312.55330099457046,312.66594326114864,2
284,0, 1, entered gram Block
0
285,1, 0, exited gram Block: config 20
312.966794328884,1
286,1, 0
313.24485007119875,313.3804266239894,2
287,0, 1, entered gram Block
0
288,1, 0, exited gram Block: config 20
313.7313136988084,313.9247547915706,2
289,0, 1, entered gram Block
0
290,1, 0, exited gram Block: config 20
314.212382910757,1
291,1, 0
0
292,0, -1, entered gram Block
314.6670578838599,1
293,0, -1
314.962634439938,1
294,0, -1
315.2165265243489,315.3589807494588,2
295,1, 0, exited gram Block: config 0112
315.50231840034087,1
296,1, 0
0
297,0, -1, entered gram Block
315.94634358912396,316.0523004659417,2
298,1, 0, exited gram Block: config 02
0
299,0, -1, entered gram Block
316.3898204684497,1
300,0, -1
316.6510199416803,316.74316425495107,2
301,1, 0, exited gram Block: config 012
316.9316399815533,1
302,1, 0
317.3233433508485,1
303,1, 0
317.4429552682982,1
304,1, 0
317.71895333763626,1
305,1, 0
317.84470700514566,318.0728336329646,2
306,0, 1, entered gram Block
0
307,1, 0, exited gram Block: config 20
318.5113962076049,1
308,1, 0
318.76851590583755,1
309,1, 0
318.9166182762955,1
310,1, 0
319.143791207846,1
311,1, 0
319.38133159214556,319.4928882985064,2
312,0, 1, entered gram Block
0
313,1, 0, exited gram Block: config 20
319.86191760182277,1
314,1, 0
320.03338145366877,1
315,1, 0
320.398151074085,1
316,1, 0
320.66436119254865,1
317,1, 0
0
318,0, -1, entered gram Block
321.0064337522858,321.2360157370641,2
319,1, 0, exited gram Block: config 02
321.38146202537473,321.4581167673482,2
320,0, 1, entered gram Block
321.7152590973746,1
321,0, 1
0
322,1, 0, exited gram Block: config 210
322.0569500477344,1
323,1, 0
322.3012466953403,322.3630031225548,2
324,0, 1, entered gram Block
0
325,1, 0, exited gram Block: config 20
322.8376005668617,1
326,1, 0
323.045180322789,1
327,1, 0
323.391060716458,1
328,1, 0
323.5427160032032,1
329,1, 0
0
330,0, -1, entered gram Block
323.9285764796918,1
331,0, -1
324.2176237664153,324.26576266217484,2
332,1, 0, exited gram Block: config 012
324.43738250711704,1
333,1, 0
324.6904876985037,1
334,1, 0
325.09295844228876,1
335,1, 0
325.3556549676053,1
336,1, 0
325.48794515796703,1
337,1, 0
325.70691445170104,1
338,1, 0
325.98926733927743,1
339,1, 0
326.1796063113562,1
340,1, 0
326.4714262961926,1
341,1, 0
0
342,0, -1, entered gram Block
326.9433546666378,1
343,0, -1
327.1393991477294,1
344,0, -1
327.3461871161591,327.56863096282717,2
345,1, 0, exited gram Block: config 0112
327.7500776523915,1
346,1, 0
327.94675818765603,1
347,1, 0
328.14413899137145,1
348,1, 0
328.45270327058324,1
349,1, 0
328.6639150176439,1
350,1, 0
328.7954496513142,1
351,1, 0
329.09400204605026,1
352,1, 0
329.3110859387663,329.48854017952596,2
353,0, 1, entered gram Block
0
354,1, 0, exited gram Block: config 20
329.7718822616948,1
355,1, 0
330.0742172562376,1
356,1, 0
330.3222016028403,1
357,1, 0
330.68126148097394,1
358,1, 0
330.75883793701104,1
359,1, 0
331.00183226375276,1
360,1, 0
331.23764836034235,331.46311549260986,2
361,0, 1, entered gram Block
0
362,1, 0, exited gram Block: config 20
331.9522067189281,1
363,1, 0
332.16268747357725,1
364,1, 0
332.2989960997339,1
365,1, 0
332.6154253783201,1
366,1, 0
332.8250294371283,1
367,1, 0
333.09511110767363,1
368,1, 0
333.37659479126467,1
369,1, 0
333.576428072804,1
370,1, 0
333.8255640183414,1
371,1, 0
0
372,0, -1, entered gram Block
334.1621425428968,334.37677050006215,2
373,1, 0, exited gram Block: config 02
334.5735335665603,1
374,1, 0
0
375,0, -1, entered gram Block
334.8855000751798,335.0776481446704,2
376,1, 0, exited gram Block: config 02
335.2191663508133,1
377,1, 0
335.5299752883646,1
378,1, 0
335.68916465249293,1
379,1, 0
335.9353032769103,1
380,1, 0
336.1100646735371,1
381,1, 0
336.40920203876345,1
382,1, 0
336.7229931846631,1
383,1, 0
336.9241779337147,1
384,1, 0
337.2351903440086,1
385,1, 0
337.47362736259333,1
386,1, 0
337.60119458698796,1
387,1, 0
338.0405393413917,1
388,1, 0
338.13140542475753,1
389,1, 0
338.3695280540868,1
390,1, 0
338.6549867652964,1
391,1, 0
338.9677033666494,1
392,1, 0
339.21221763606843,1
393,1, 0
339.28690055209813,1
394,1, 0
339.58312763318,1
395,1, 0
339.7798531499719,1
396,1, 0
340.1147468673687,1
397,1, 0
0
398,0, -1, entered gram Block
340.49083883361294,340.56973075709743,2
399,1, 0, exited gram Block: config 02
340.7885212707737,1
400,1, 0
341.0008255859483,341.0939905558307,2
401,0, 1, entered gram Block
341.4095456275286,1
402,0, 1
0
403,1, 0, exited gram Block: config 210
341.79324656233433,1
404,1, 0
341.95878538506213,1
405,1, 0
0
406,0, -1, entered gram Block
342.53726158124095,342.6295294943628,2
407,1, 0, exited gram Block: config 02
342.87785131684285,1
408,1, 0
343.1220728047634,1
409,1, 0
0
410,0, -1, entered gram Block
343.5039531428003,343.6094927438259,2
411,1, 0, exited gram Block: config 02
343.78896461063863,1
412,1, 0
344.05286284018104,1
413,1, 0
0
414,0, -1, entered gram Block
344.3968335775707,344.6161047121559,2
415,1, 0, exited gram Block: config 02
344.76113006612195,1
416,1, 0
344.92261096235114,1
417,1, 0
345.29826048156593,1
418,1, 0
345.4523174050219,1
419,1, 0
345.71777607313135,1
420,1, 0
345.981385964527,1
421,1, 0
346.2506425002008,1
422,1, 0
346.3868534158055,346.5642225198601,2
423,0, 1, entered gram Block
0
424,1, 0, exited gram Block: config 20
346.92968566846366,1
425,1, 0
0
426,0, -1, entered gram Block
347.3421474998135,347.42616424324837,2
427,1, 0, exited gram Block: config 02
347.7127296891497,347.7816963582587,2
428,0, 1, entered gram Block
348.02186556746415,1
429,0, 1
348.1548429967334,1
430,0, 1
0
431,1, 0, exited gram Block: config 2110
348.59057882586046,348.75899059371574,2
432,0, 1, entered gram Block
0
433,1, 0, exited gram Block: config 20
349.08109004357937,349.2297959317838,2
434,0, 1, entered gram Block
0
435,1, 0, exited gram Block: config 20
349.7190402948681,1
436,1, 0
349.8504807615003,1
437,1, 0
350.12587969039527,1
438,1, 0
0
439,0, -1, entered gram Block
350.56214213164054,350.63902249749486,2
440,1, 0, exited gram Block: config 02
0
441,0, -1, entered gram Block
350.9855001075749,351.10667645825293,2
442,1, 0, exited gram Block: config 02
351.2932332666498,1
443,1, 0
351.63385637186843,1
444,1, 0
351.78173127856627,1
445,1, 0
352.09711978860383,1
446,1, 0
352.2106508020387,1
447,1, 0
0
448,0, -1, entered gram Block
352.701073523161,352.8206741921412,2
449,1, 0, exited gram Block: config 02
353.01263471337245,1
450,1, 0
353.25464090188717,1
451,1, 0
353.5679702461109,1
452,1, 0
353.7651186714049,1
453,1, 0
353.89165679861304,354.1252553045365,2
454,0, 1, entered gram Block
0
455,1, 0, exited gram Block: config 20
0
456,0, -1, entered gram Block
354.72695927973473,354.7747154456638,2
457,1, 0, exited gram Block: config 02
355.05706071734147,1
458,1, 0
355.2715399584528,1
459,1, 0
355.45979906315097,1
460,1, 0
355.8140405512405,1
461,1, 0
355.9810544381507,1
462,1, 0
356.10145604842626,1
463,1, 0
356.3567121259198,1
464,1, 0
356.7079344746462,1
465,1, 0
356.93680701906004,1
466,1, 0
357.1634950193574,1
467,1, 0
357.36994632365867,1
468,1, 0
357.5391989330147,1
469,1, 0
357.84176162419817,357.98558023885323,2
470,0, 1, entered gram Block
358.2493539455567,1
471,0, 1
0
472,1, 0, exited gram Block: config 210
358.62764745864575,1
473,1, 0
358.8757272029594,1
474,1, 0
359.10118215036795,359.2351543879997,2
475,0, 1, entered gram Block
0
476,1, 0, exited gram Block: config 20
359.5209738346978,1
477,1, 0
359.9082947428692,1
478,1, 0
360.0747545166801,1
479,1, 0
360.3953889249327,1
480,1, 0
0
481,0, -1, entered gram Block
360.7392162411032,1
482,0, -1
360.9816765712174,361.0629695587035,2
483,1, 0, exited gram Block: config 012
361.36837259691197,1
484,1, 0
361.5080055379364,1
485,1, 0
0
486,0, -1, entered gram Block
361.94206354362217,362.1583191267865,2
487,1, 0, exited gram Block: config 02
0
488,0, -1, entered gram Block
362.42959452656163,362.6287757111653,2
489,1, 0, exited gram Block: config 02
